cast_id,timeS,prdM,tv290C,c0S/m,flECO-AFL,flECO-AFL1,CStarAt0,par/sat/log,sbeox0V,sbeox0Mm/L,sal00,sigma-é00,sbox0Mm/Kg,depSM,potemp090C,nbin,flag,utc_time,suna_nitrate,suna_match_gap_s
P45_06_CTD_05,362.375,3.333,29.3553,5.790624,0.0312,55.0,0.0865,44.772,1.8216,118.069,35.1617,22.0665,117.517,3.314,29.3545,4,0.0,2026-04-16 17:20:47.375000+00:00,,6.3322
P45_06_CTD_05,378.625,3.833,29.3799,5.792063,0.0221,-20.0,0.0757,49.486,1.8786,123.973,35.1534,22.052,122.673,3.811,29.379,2,0.0,2026-04-16 17:21:03.625000+00:00,,2.6138
P45_06_CTD_05,468.625,4.181,29.4472,5.806361,0.033,-50.0,0.0737,35.586,2.4314,172.459,35.2018,22.0656,171.822,4.157,29.4462,2,0.0,2026-04-16 17:22:33.625000+00:00,,3.974599999
P45_06_CTD_05,469.375,4.799,29.4468,5.806268,0.0312,-37.5,0.075,38.739,2.4273,172.375,35.2013,22.0654,171.613,4.773,29.4456,4,0.0,2026-04-16 17:22:34.375000+00:00,,3.224599999
P45_06_CTD_05,470.375,5.455,29.4412,5.80581,0.0331,32.5,0.0759,37.781,2.4437,173.4,35.202,22.0679,174.268,5.425,29.4399,4,0.0,2026-04-16 17:22:35.375000+00:00,,2.224599999
P45_06_CTD_05,471.375,6.093,29.4331,5.804878,0.0239,117.5,0.073,33.62,2.464,173.853,35.2014,22.0703,175.212,6.059,29.4316,4,0.0,2026-04-16 17:22:36.375000+00:00,-0.34905228886389206,1.224599999
P45_06_CTD_05,472.375,6.825,29.4249,5.804238,0.0404,-110.0,0.0783,32.291,2.4614,174.117,35.2028,22.0741,174.151,6.787,29.4233,4,0.0,2026-04-16 17:22:37.375000+00:00,-0.26000092028496447,0.224599999
P45_06_CTD_05,473.375,7.435,29.4115,5.802683,0.0312,-27.5,0.0733,34.398,2.4619,176.275,35.2019,22.078,174.845,7.394,29.4097,4,0.0,2026-04-16 17:22:38.375000+00:00,-0.3035812164949867,0.775400001
P45_06_CTD_05,474.375,7.751,29.3985,5.801779,0.0312,-22.5,0.0749,34.225,2.469,175.693,35.2051,22.0849,175.587,7.708,29.3965,4,0.0,2026-04-16 17:22:39.375000+00:00,-0.3855791540128907,1.775400001
P45_06_CTD_05,475.375,8.571,29.308,5.791722,0.0422,12.5,0.0746,27.868,2.4745,177.272,35.2024,22.1134,176.283,8.523,29.3059,4,0.0,2026-04-16 17:22:40.375000+00:00,,2.775400001
P45_06_CTD_05,476.375,9.535,29.2019,5.78092,0.0386,-90.0,0.0762,31.241,2.4774,180.722,35.206,22.1518,176.643,9.482,29.1996,4,0.0,2026-04-16 17:22:41.375000+00:00,,3.775400001
P45_06_CTD_05,477.375,10.011,29.1678,5.778725,0.0404,12.5,0.08,31.737,2.4788,179.721,35.2159,22.1708,176.918,9.955,29.1653,4,0.0,2026-04-16 17:22:42.375000+00:00,,4.775400001
P45_06_CTD_05,478.375,10.515,29.1448,5.776751,0.0386,0.0,0.0839,29.54,2.4809,178.95,35.2191,22.181,177.233,10.456,29.1422,4,0.0,2026-04-16 17:22:43.375000+00:00,,5.775400001
P45_06_CTD_05,479.375,11.226,29.1219,5.774985,0.0257,20.0,0.0914,27.966,2.4847,180.301,35.2235,22.192,177.844,11.164,29.1192,4,0.0,2026-04-16 17:22:44.375000+00:00,,6.0298
P45_06_CTD_05,480.375,11.982,29.108,5.774421,0.0514,-65.0,0.0937,26.861,2.4916,180.941,35.2297,22.2014,178.714,11.915,29.1051,4,0.0,2026-04-16 17:22:45.375000+00:00,,5.0298
P45_06_CTD_05,481.375,12.694,29.0926,5.773642,0.0238,-15.0,0.0862,27.3,2.4984,181.17,35.2355,22.211,179.205,12.623,29.0895,4,0.0,2026-04-16 17:22:46.375000+00:00,,4.0298
P45_06_CTD_05,482.375,13.294,29.0729,5.772265,0.18,-50.0,0.0881,26.825,2.5036,181.114,35.2404,22.2213,179.801,13.22,29.0696,4,0.0,2026-04-16 17:22:47.375000+00:00,,3.0298
P45_06_CTD_05,483.375,14.062,29.0244,5.768066,0.0478,-47.5,0.0867,24.113,2.51,181.481,35.247,22.2426,180.629,13.983,29.021,4,0.0,2026-04-16 17:22:48.375000+00:00,,2.0298
P45_06_CTD_05,484.375,14.823,28.9636,5.76236,0.0367,97.5,0.0892,24.592,2.518,182.076,35.2524,22.267,181.549,14.74,28.96,4,0.0,2026-04-16 17:22:49.375000+00:00,-1.2055585291919306,1.0298
P45_06_CTD_05,485.375,15.405,28.9058,5.757201,0.0533,-42.5,0.0916,24.456,2.5246,183.113,35.2593,22.2915,182.537,15.318,28.9021,4,0.0,2026-04-16 17:22:50.375000+00:00,-1.2875564667098345,0.0298
P45_06_CTD_05,486.375,16.087,28.811,5.748425,0.0514,20.0,0.0921,22.632,2.5375,184.177,35.2686,22.3302,184.415,15.997,28.8071,4,0.0,2026-04-16 17:22:51.375000+00:00,-1.2714244674708022,0.9702
P45_06_CTD_05,487.375,16.751,28.6901,5.736707,0.0569,40.0,0.0969,22.345,2.5537,184.88,35.2768,22.3766,186.099,16.657,28.6861,4,0.0,2026-04-16 17:22:52.375000+00:00,-1.2522783828451083,1.9702
P45_06_CTD_05,488.375,17.27,28.5802,5.726366,0.0698,40.0,0.0983,21.562,2.5616,185.888,35.2866,22.4204,186.05,17.173,28.5761,4,0.0,2026-04-16 17:22:53.375000+00:00,,2.9702
P45_06_CTD_05,489.375,18.019,28.3874,5.707025,0.0514,80.0,0.1026,19.552,2.5509,187.25,35.2953,22.4908,185.267,17.919,28.3831,4,0.0,2026-04-16 17:22:54.375000+00:00,,3.9702
P45_06_CTD_05,490.375,18.568,28.2172,5.691949,0.0698,185.0,0.1073,20.886,2.5508,188.489,35.3169,22.5632,186.6,18.464,28.2128,4,0.0,2026-04-16 17:22:55.375000+00:00,,4.9702
P45_06_CTD_05,491.375,18.886,28.0768,5.680117,0.0643,142.5,0.1088,20.465,2.5539,190.372,35.3391,22.626,186.862,18.781,28.0724,4,0.0,2026-04-16 17:22:56.375000+00:00,,5.9702
P45_06_CTD_05,492.375,19.878,27.7229,5.644504,0.0955,67.5,0.1082,12.663,2.5476,193.248,35.3543,22.7531,187.212,19.767,27.7182,4,0.0,2026-04-16 17:22:57.375000+00:00,,5.565
P45_06_CTD_05,493.25,20.753,27.5098,5.626648,0.0808,196.6667,0.1179,14.342,2.5442,194.905,35.3887,22.8481,187.932,20.637,27.505,3,0.0,2026-04-16 17:22:58.250000+00:00,,4.69
P45_06_CTD_05,495.375,21.247,27.4558,5.62321,0.0753,35.0,0.1223,15.651,2.55,192.291,35.405,22.8779,188.497,21.128,27.4508,4,0.0,2026-04-16 17:23:00.375000+00:00,,2.565
P45_06_CTD_05,496.375,22.18,27.0681,5.587637,0.112,157.5,0.1225,11.843,2.5466,194.354,35.446,23.0335,189.524,22.056,27.0631,4,0.0,2026-04-16 17:23:01.375000+00:00,-1.079963621213862,1.565
P45_06_CTD_05,497.375,22.965,26.5209,5.536214,0.1267,67.5,0.125,14.632,2.5481,194.965,35.4955,23.245,191.598,22.837,26.5157,4,0.0,2026-04-16 17:23:02.375000+00:00,-1.0608175365881678,0.565
P45_06_CTD_05,498.375,23.227,26.1271,5.500307,0.1249,180.0,0.1223,14.812,2.548,196.029,35.5391,23.402,192.446,23.096,26.1219,4,0.0,2026-04-16 17:23:03.375000+00:00,-1.0389763570204695,0.435
P45_06_CTD_05,499.375,23.79,25.758,5.466131,0.1286,190.0,0.122,12.351,2.5419,198.187,35.5761,23.545,192.648,23.657,25.7527,4,0.0,2026-04-16 17:23:04.375000+00:00,-1.0136346527499838,1.435
P45_06_CTD_05,500.375,24.619,25.5372,5.445154,0.1359,180.0,0.121,11.795,2.5317,199.728,35.5942,23.6272,191.851,24.481,25.5318,4,0.0,2026-04-16 17:23:05.375000+00:00,,2.435
P45_06_CTD_05,501.375,25.054,25.4699,5.439132,0.1212,172.5,0.1187,12.554,2.5169,199.123,35.6024,23.6542,191.07,24.914,25.4644,4,0.0,2026-04-16 17:23:06.375000+00:00,,3.435
P45_06_CTD_05,502.375,25.469,25.3998,5.432776,0.1322,105.0,0.1196,11.483,2.5137,199.613,35.6103,23.6818,191.6,25.327,25.3942,4,0.0,2026-04-16 17:23:07.375000+00:00,,4.435
P45_06_CTD_05,503.375,26.224,25.1363,5.404613,0.1799,122.5,0.1168,9.2416,2.5104,200.433,35.6087,23.7614,192.003,26.078,25.1305,4,0.0,2026-04-16 17:23:08.375000+00:00,,5.435
P45_06_CTD_05,504.375,27.183,24.8476,5.37587,0.213,232.5,0.1206,8.3888,2.5042,200.518,35.6223,23.8597,192.147,27.031,24.8417,4,0.0,2026-04-16 17:23:09.375000+00:00,,5.797799999
P45_06_CTD_05,505.375,27.714,24.6159,5.354739,0.2369,265.0,0.1218,10.082,2.4975,199.904,35.6476,23.9491,192.542,27.559,24.6099,4,0.0,2026-04-16 17:23:10.375000+00:00,,4.797799999
P45_06_CTD_05,506.375,27.826,24.5229,5.346267,0.2828,245.0,0.1218,9.972,2.4947,198.344,35.6579,23.9849,191.76,27.669,24.5169,4,0.0,2026-04-16 17:23:11.375000+00:00,,3.797799999
P45_06_CTD_05,507.375,28.359,24.384,5.333577,0.1965,215.0,0.1235,8.1118,2.4731,198.77,35.6729,24.038,188.53,28.2,24.378,4,0.0,2026-04-16 17:23:12.375000+00:00,,2.797799999
P45_06_CTD_05,508.375,29.276,24.1339,5.307148,0.2222,227.5,0.1246,6.9469,2.4431,200.015,35.6728,24.1129,186.325,29.112,24.1277,4,0.0,2026-04-16 17:23:13.375000+00:00,-0.7855593143156105,1.797799999
P45_06_CTD_05,509.125,29.735,23.9898,5.294222,0.224,195.0,0.1214,8.4878,2.4242,200.003,35.6902,24.1689,185.365,29.568,23.9834,2,0.0,2026-04-16 17:23:14.125000+00:00,-0.7665530393564842,1.047799999
P45_06_CTD_05,510.375,29.945,23.8342,5.280485,0.2405,240.0,0.125,7.9951,2.399,199.387,35.7106,24.2304,184.031,29.777,23.828,4,0.0,2026-04-16 17:23:15.375000+00:00,-0.7485565801814664,0.202200001
P45_06_CTD_05,511.375,30.779,23.3663,5.231866,0.2809,272.5,0.1244,5.5214,2.3852,200.611,35.7161,24.3721,184.953,30.606,23.3599,4,0.0,2026-04-16 17:23:16.375000+00:00,-0.7908739761911254,1.202200001
P45_06_CTD_05,512.375,31.68,23.0173,5.199386,0.2442,257.5,0.1192,6.3142,2.3791,199.042,35.7488,24.4985,185.813,31.502,23.0108,4,0.0,2026-04-16 17:23:17.375000+00:00,,2.202200001
P45_06_CTD_05,513.375,32.207,22.8185,5.180902,0.2589,252.5,0.1172,6.5772,2.371,195.038,35.7675,24.5701,185.436,32.026,22.812,4,0.0,2026-04-16 17:23:18.375000+00:00,,3.202200001
P45_06_CTD_05,514.375,32.671,22.7049,5.170001,0.2773,257.5,0.1167,6.1715,2.3625,192.937,35.7756,24.6089,184.61,32.487,22.6982,4,0.0,2026-04-16 17:23:19.375000+00:00,,4.202200001
P45_06_CTD_05,515.375,33.138,22.6653,5.166596,0.2552,232.5,0.1348,5.8857,2.3471,191.755,35.7813,24.6246,181.531,32.952,22.6586,4,0.0,2026-04-16 17:23:20.375000+00:00,,5.202200001
P45_06_CTD_05,516.375,33.749,22.6359,5.16374,0.2938,260.0,0.1121,5.1616,2.3104,191.057,35.7829,24.6342,175.166,33.559,22.6291,4,0.0,2026-04-16 17:23:21.375000+00:00,,6.202200001
P45_06_CTD_05,517.375,34.451,22.5997,5.160266,0.3195,280.0,0.111,5.0053,2.2504,191.396,35.7852,24.6464,167.795,34.257,22.5927,4,0.0,2026-04-16 17:23:22.375000+00:00,,5.3222
P45_06_CTD_05,518.375,34.82,22.5547,5.15562,0.325,302.5,0.1098,5.2768,2.1904,191.087,35.7858,24.6598,162.316,34.624,22.5477,4,0.0,2026-04-16 17:23:23.375000+00:00,,4.3222
P45_06_CTD_05,519.375,35.442,22.3404,5.133895,0.393,420.0,0.1091,4.3133,2.1368,190.432,35.7917,24.7253,158.487,35.242,22.3333,4,0.0,2026-04-16 17:23:24.375000+00:00,,3.3222
P45_06_CTD_05,520.375,36.341,22.0226,5.099526,0.7639,952.5,0.1155,3.9932,2.095,189.548,35.7832,24.8087,157.557,36.137,22.0154,4,0.0,2026-04-16 17:23:25.375000+00:00,,2.3222
P45_06_CTD_05,521.375,36.986,21.8098,5.075729,0.8851,945.0,0.1429,4.1472,2.0826,184.86,35.7711,24.8593,160.698,36.778,21.8025,4,0.0,2026-04-16 17:23:26.375000+00:00,-1.2140479362877155,1.3222
P45_06_CTD_05,522.375,37.573,21.6932,5.063998,0.8465,1065.0,0.1505,3.773,2.099,175.977,35.7746,24.8945,163.812,37.361,21.6858,4,0.0,2026-04-16 17:23:27.375000+00:00,-1.2563653322973747,0.3222
P45_06_CTD_05,523.375,38.211,21.5584,5.050135,0.9016,1007.5,0.1503,3.391,2.0998,168.465,35.7762,24.9332,160.355,37.996,21.5509,4,0.0,2026-04-16 17:23:28.375000+00:00,-1.2444419289197672,0.1178
P45_06_CTD_05,524.375,39.023,21.4508,5.040526,0.8942,1040.0,0.2282,2.955,2.0612,163.673,35.7889,24.9728,154.036,38.803,21.4432,4,0.0,2026-04-16 17:23:29.375000+00:00,-1.1814542927817115,0.1726
P45_06_CTD_05,525.25,39.525,21.4109,5.040161,0.9034,973.3333,0.1592,3.1887,2.0258,160.672,35.8191,25.0068,151.357,39.303,21.4032,3,0.0,2026-04-16 17:23:30.250000+00:00,-1.5705591404128587,0.3848
P45_06_CTD_05,526.5,39.692,21.3869,5.039892,0.8961,1036.6667,0.1589,3.1708,1.9938,162.407,35.8369,25.027,149.378,39.468,21.3792,3,0.0,2026-04-16 17:23:31.500000+00:00,-1.5774602974960659,0.1932
P45_06_CTD_05,527.375,40.352,21.1764,5.014048,0.8061,1002.5,0.157,2.4275,1.9735,168.121,35.8057,25.0612,147.926,40.124,21.1687,4,0.0,2026-04-16 17:23:32.375000+00:00,-1.7239135691875835,0.373
P45_06_CTD_05,528.375,41.047,21.0604,5.002132,0.7896,960.0,0.146,2.6646,1.951,169.946,35.807,25.0941,146.084,40.815,21.0525,4,0.0,2026-04-16 17:23:33.375000+00:00,-1.6454525197939662,0.460199999
P45_06_CTD_05,529.375,41.346,21.0423,5.000538,0.8373,877.5,0.1419,2.6182,1.9299,161.777,35.8093,25.1008,143.057,41.113,21.0344,4,0.0,2026-04-16 17:23:34.375000+00:00,-1.4538983304610733,0.518599999
P45_06_CTD_05,530.375,42.025,21.0066,4.995719,0.7327,897.5,0.143,2.11,1.8928,154.91,35.8002,25.1036,137.467,41.788,20.9986,4,0.0,2026-04-16 17:23:35.375000+00:00,-1.1023306301369864,0.481400001
P45_06_CTD_05,531.375,42.763,20.964,4.990463,0.6959,822.5,0.1348,2.1611,1.8488,153.475,35.7934,25.1101,134.003,42.521,20.9558,4,0.0,2026-04-16 17:23:36.375000+00:00,-1.0487500444444444,0.4302
P45_06_CTD_05,532.375,43.151,20.9425,4.987817,0.8079,907.5,0.1305,2.2333,1.8243,152.18,35.7899,25.1133,133.705,42.907,20.9343,4,0.0,2026-04-16 17:23:37.375000+00:00,-1.5431607914253116,0.3502
P45_06_CTD_05,533.375,43.735,20.8599,4.979592,0.6849,657.5,0.1318,1.8349,1.812,150.006,35.7927,25.138,133.778,43.488,20.8516,4,0.0,2026-04-16 17:23:38.375000+00:00,-1.618873824045056,0.2954
P45_06_CTD_05,534.375,44.636,20.6592,4.954655,0.7859,697.5,0.123,1.5597,1.8059,148.494,35.7595,25.1672,134.32,44.383,20.6508,4,0.0,2026-04-16 17:23:39.375000+00:00,-1.7179320458336138,0.2334
P45_06_CTD_05,535.375,45.207,20.6104,4.951628,0.7015,707.5,0.119,1.8254,1.8032,143.844,35.776,25.1929,134.533,44.952,20.6018,4,0.0,2026-04-16 17:23:40.375000+00:00,-2.0070337076268228,0.157000001
P45_06_CTD_05,536.375,45.432,20.6021,4.950974,0.8245,692.5,0.1231,1.7682,1.8034,137.208,35.7775,25.1963,134.689,45.175,20.5935,4,0.0,2026-04-16 17:23:41.375000+00:00,-1.0372988689655172,0.095
P45_06_CTD_05,537.375,46.011,20.5876,4.949657,0.6353,685.0,0.124,1.4518,1.8008,135.653,35.7788,25.2013,133.443,45.751,20.5789,4,0.0,2026-04-16 17:23:42.375000+00:00,-1.2953121314380833,0.051
P45_06_CTD_05,538.375,46.833,20.5655,4.94761,0.6427,565.0,0.1189,1.3054,1.7868,136.716,35.7807,25.2086,130.775,46.569,20.5566,4,0.0,2026-04-16 17:23:43.375000+00:00,-1.0073150700634792,0.0254
P45_06_CTD_05,539.125,47.339,20.5483,4.946233,0.617,710.0,0.1189,1.359,1.7717,137.197,35.7837,25.2157,129.144,47.072,20.5395,2,0.0,2026-04-16 17:23:44.125000+00:00,-0.3975358500377929,0.333799999
P45_06_CTD_05,541.375,47.996,20.4635,4.937413,0.6059,652.5,0.1167,1.0248,1.7225,138.269,35.7834,25.2383,121.265,47.725,20.4544,4,0.0,2026-04-16 17:23:46.375000+00:00,0.10954512513049962,0.2042
P45_06_CTD_05,542.375,48.87,20.3577,4.926402,0.6005,615.0,0.1147,1.112,1.675,138.397,35.7829,25.2662,115.588,48.593,20.3485,4,0.0,2026-04-16 17:23:47.375000+00:00,-0.4539928671201814,0.2626
P45_06_CTD_05,544.375,49.451,20.2192,4.913569,0.505,485.0,0.1159,1.0476,1.6009,132.737,35.7952,25.3126,110.722,49.171,20.21,4,0.0,2026-04-16 17:23:49.375000+00:00,-0.14902310037285607,0.3794
P45_06_CTD_05,545.375,50.174,19.8852,4.87484,0.4352,360.0,0.113,0.95865,1.5794,131.707,35.761,25.3751,110.167,49.89,19.8759,4,0.0,2026-04-16 17:23:50.375000+00:00,0.8178081015873016,0.4378
P45_06_CTD_05,546.375,50.809,19.6471,4.851641,0.3526,295.0,0.1093,0.94227,1.5633,128.535,35.7725,25.4465,109.511,50.522,19.6378,4,0.0,2026-04-16 17:23:51.375000+00:00,1.2432225480366244,0.5214
P45_06_CTD_05,547.375,51.416,19.4927,4.836299,0.3177,280.0,0.1066,0.88884,1.5504,121.096,35.7772,25.4905,108.828,51.125,19.4834,4,0.0,2026-04-16 17:23:52.375000+00:00,1.3921521568871102,0.4786
P45_06_CTD_05,548.375,51.868,19.4139,4.828684,0.3287,282.5,0.108,0.90934,1.5396,115.613,35.7814,25.5142,108.176,51.574,19.4045,4,0.0,2026-04-16 17:23:53.375000+00:00,2.009015933983656,0.4238
P45_06_CTD_05,549.375,52.463,19.3523,4.822228,0.2846,287.5,0.1029,0.79156,1.5318,113.58,35.7803,25.5294,107.297,52.166,19.3428,4,0.0,2026-04-16 17:23:54.375000+00:00,2.831953672277539,0.369
P45_06_CTD_05,550.375,53.077,19.2835,4.81478,0.2699,252.5,0.0998,0.78544,1.5185,113.023,35.7771,25.5448,105.53,52.776,19.2739,4,0.0,2026-04-16 17:23:55.375000+00:00,3.743374893817108,0.2818
P45_06_CTD_05,551.375,53.448,19.2462,4.811004,0.2846,330.0,0.0931,0.8115,1.5053,112.485,35.7776,25.5547,104.816,53.145,19.2366,4,0.0,2026-04-16 17:23:56.375000+00:00,3.6932973036993313,0.2234
P45_06_CTD_05,552.375,53.904,19.2057,4.807152,0.2461,280.0,0.0886,0.74391,1.4996,111.775,35.7801,25.5673,105.013,53.599,19.196,4,0.0,2026-04-16 17:23:57.375000+00:00,3.78,0.1686
P45_06_CTD_05,553.375,54.561,19.0994,4.795061,0.2112,225.0,0.0832,0.64978,1.4963,111.168,35.7703,25.5871,105.301,54.252,19.0896,4,0.0,2026-04-16 17:23:58.375000+00:00,3.852828850793651,0.0886
P45_06_CTD_05,554.375,55.27,19.0301,4.788655,0.1946,185.0,0.078,0.63743,1.4962,110.873,35.7762,25.6094,105.758,54.957,19.0202,4,0.0,2026-04-16 17:23:59.375000+00:00,4.6416685515981735,0.0302
P45_06_CTD_05,555.375,55.661,19.0141,4.787427,0.2314,212.5,0.0761,0.69259,1.4972,109.285,35.7795,25.6161,105.852,55.346,19.0042,4,0.0,2026-04-16 17:24:00.375000+00:00,4.3657933613394215,0.021
P45_06_CTD_05,556.375,55.983,19.0135,4.787332,0.1983,210.0,0.0761,0.63624,1.4965,107.321,35.7791,25.6159,105.431,55.665,19.0035,4,0.0,2026-04-16 17:24:01.375000+00:00,4.0257160700735115,0.104599999
